movieId,title,genres,overview_clean,original_language,vote_average
20499,The Cutter,Action Adventure Thriller,former cop turned los angeles takes case missing diamond cutter leads adventure love villainy spanning mob present day jewelry district,en,4.1
100910,Tender Comrade,Drama Romance,ginger rogers young defense plant worker whose husband military during world war shares house three women same situation,en,0.0
45792,Amish Grace,Drama,gunman killed five amish children injured five others nickel mines pennsylvania schoolhouse shooting october world media attention rapidly turned tragic events extraordinary forgiveness demonstrated amish community,en,6.3
8266,Female Agents,Action Thriller War History,group french servicewomen resistance fighters enlisted british special operations executive commando group command louise desfontaines brother pierre mission rescue british army geologist caught reconnoitering beaches normandy,fr,6.8
314070,"Captain Video, Master of the Stratosphere",Adventure Science Fiction,space hero captain video battles evil vultura planet atoma,en,0.0
51190,Run Sister Run!,Drama,emilia teenager good girl never forgets homework little sister elsa siiri one year older emilia like emilia siiri become friends emilias life changes siiri encourages take leap shake rules leave princess dreams behind two fun together only good times,en,6.3
50090,Secret Reunion,Thriller Drama,six years ago mysterious shooting takes place seoul effects shooting results hankyu lee song kangho losing job nis national intelligence service six years later jiwon song kang dongwon north korean spy now operates somewhere seoul metropolitan area two men hide identities work particular angles trouble brews,ko,6.1
77068,War of the Dead,Horror Action Adventure,captain martin stone leading finelytrained elite platoon allied soldiers attack enemy bunker underestimating enemys strength quickly beaten back forest try regroup suddenly attacked same soldiers killed minutes earlier forced flee deeper russian territory discover one wars terrifying secrets realize woken far deadlier enemy,en,3.7
46888,The One Percent,Documentary,jamie johnson takes exploration wealth began born rich one step one percent refers tiny percentage americans control nearly half wealth johnsons thesis wealth hands people danger way life,en,6.3
49958,Primal,Thriller Horror,anja five friends join anthroplogy student dace journey study remote ancient rock painting excitement vanishes mel becomes delirious skinnydipping waterhole feverish bleeding confused physically mentally regresses vicious predatory state mel gone primal mels lover friends realise prey savagely hunts down escape another one starts regress posing hideous choice kill friends killed only hope survival through cave anja learns late meaning ancient rock art came study,en,5.1
50696,Profound Desires of the Gods,Drama,tokyo engineer kariya arrives primitive tropical island interacts futori clan drill well power sugar mill,ja,7.8
133523,"See You in Hell, My Darling",Thriller Crime Horror,hell others home story vera elsa man great love united started out growing together didnt get far leaving behind desolate world full traps begin hallucinogenic journey tenderness violence story three lovers devious gruesome manner try destroy gain solitary entrance hell,el,7.0
43121,The Rickshaw Man,Drama,story muhōmatsu rickshaw man becomes surrogate father child recently widowed woman remake film same title same director,ja,6.8
133373,Identification Marks: None,Drama,footloose ennui polands postwar generation captured perfection jazzy chronicle draftdodgers final day freedom slacker word andrzej played skolimowski himself drifts through series openended encounters women following wakeup argument pouting wife longdelayed military physical films title derives one questions skolimowski hoarded four years worth annual film footage allotment lódz film school order create first feature marked compositional bravado trademark air absurd barbara scharres gene siskel film center,pl,7.5
71719,I Am Waiting,Crime Drama Thriller,jôji boxer barred ring saeko singer whose voice gone lost souls meet one night quay thinking suicide invites café perhaps rescue cabaret shes contract vicious mob leader boss insists return jôji bitter despairs lost dreams brother gone brazil purchase farm jôji planned join now believes brother abandoned jôji discovers clue brother needs saekos help like fighter ring pursues truth relentlessly without regard own safety cost life,ja,5.0
79771,Chillerama,Horror Comedy,closing night last drivein theater america cecil kaufman planned ultimate marathon lost film prints unleash upon faithful cinephile patrons four films rare never exhibited publicly american soil until night titles like wadzilla deathecation diary anne frankenstein zombmovie chillerama only celebrates golden age drivein horror shlock spans four decades cinema something bad taste,en,5.9
34800,The Cub Tiger from Kwang Tung,Action Comedy Drama,young jackie intrigued kungfu since early age father strictly forbade practice one day meets old beggar offers teach jackie fight jackie grows quite good though keeps knowledge secret until forced fight extortion ring thats putting squeeze uncles restaurant later released recut version title master cracked fingers,cn,4.9
21537,Not Scared to Die,Action Drama History,historical movie set during japanese occupation china during wwii jackie chan one good guys nothing much supporting role,cn,4.7
68649,Karate Girl,Action Foreign,okinawa ayaka kurenai born worlds greatest legendary karate family child family attacked mysterious gang seeks legendary black belt father soujiro kurenai killed younger sister taken front time passed yokohama spending life normal high school girl hiding real name status heir legendary karate family however one incident brought fateful encounter sister separated childhood sister raised heartless killing machine mysterious gang took,en,5.0
84383,I Am Bruce Lee,Documentary,bruce lee universally recognized pioneer elevated martial arts film art form documentary reveal bruce lees flame burns brighter now day died three decades ago greatest martial artists athletes actors directors producers entertainment business today share feelings one started interview people whose lives careers belief systems forever altered legendary father martial arts cinema rarely seen archival footage classic photos punctuate personal testimonials prepare inspired,en,7.7
